,Open_Time,Open,Close,High,Low,Volume,ema_8_1h,ema_18_1h,ema_38_1h,ema_8_4h,ema_18_4h,ema_38_4h,bb_u,bb_m,bb_l,c1,c2,c3,c4,signal,entry
0,2023-06-29 09:00:00,62.78,61.97,62.84,61.91,12133.238,61.97,61.97,61.97,62.6,62.6,62.6,,,,True,True,True,True,True,False
1,2023-06-29 10:00:00,61.97,64.72,67.23,61.91,119033.639,62.58111111111111,62.259473684210526,62.111025641025634,62.63777777777778,62.6178947368421,62.60871794871795,,,,True,True,True,False,False,False
2,2023-06-29 11:00:00,64.72,62.71,64.72,62.45,53064.168,62.60975308641975,62.3068975069252,62.141742274819194,62.67555555555556,62.63578947368421,62.6174358974359,,,,True,True,True,True,True,False
3,2023-06-29 12:00:00,62.69,62.6,63.29,62.35,13821.942,62.60758573388203,62.337750400933075,62.16524267098231,62.71333333333334,62.65368421052632,62.62615384615384,,,,True,True,True,True,True,False
4,2023-06-29 13:00:00,62.61,62.2,63.18,61.98,15178.086,62.51701112635269,62.323250358729595,62.167025098111424,62.751111111111115,62.671578947368424,62.63487179487179,,,,True,True,True,True,True,False
5,2023-06-29 14:00:00,62.2,62.39,62.73,61.71,6522.937,62.48878643160765,62.33027663675806,62.17845970846468,62.76438271604938,62.67995844875347,62.63942472057856,,,,True,True,True,True,True,False
6,2023-06-29 15:00:00,62.39,62.69,62.98,62.13,3426.627,62.53350055791706,62.36814225394142,62.204692543928026,62.77765432098766,62.688337950138504,62.643977646285336,,,,True,True,True,True,True,False
7,2023-06-29 16:00:00,62.72,63.28,63.32,62.67,8509.719,62.69938932282437,62.46412727984232,62.25983651603428,62.79092592592593,62.69671745152355,62.648530571992104,,,,True,True,True,False,False,False
8,2023-06-29 17:00:00,63.3,62.91,63.42,62.48,5582.655,62.746191695530065,62.51106125038523,62.29317823316072,62.8041975308642,62.70509695290859,62.65308349769887,,,,True,True,True,False,False,False
9,2023-06-29 18:00:00,62.9,63.09,63.46,62.69,5850.447,62.82259354096783,62.572002171397315,62.33404088787042,62.917297668038415,62.761278612042574,62.681120888754016,,,,True,True,True,False,False,False
10,2023-06-29 19:00:00,63.09,63.19,63.69,63.02,3844.328,62.90423942075276,62.637054574408126,62.377936226953985,63.03039780521262,62.81746027117656,62.70915827980916,,,,True,True,True,False,False,False
11,2023-06-29 20:00:00,63.23,62.99,63.45,62.95,5493.489,62.92329732725214,62.67420672447043,62.409324112751214,63.14349794238683,62.87364193031055,62.7371956708643,,,,True,True,True,True,True,False
12,2023-06-29 21:00:00,63.02,62.2,63.38,62.0,12137.756,62.76256458786278,62.62429022715775,62.39858954286654,63.256598079561044,62.92982358944453,62.765233061919446,,,,True,True,True,True,True,False
13,2023-06-29 22:00:00,62.21,61.71,62.33,61.43,16815.509,62.52866134611549,62.528049150614834,62.363277258616975,63.375675964029874,62.99482823182757,62.799012125228174,,,,True,True,True,True,True,False
14,2023-06-29 23:00:00,61.77,63.28,63.49,61.72,17626.256,62.69562549142316,62.60720187160275,62.410288681252,63.4947538484987,63.05983287421061,62.832791188536895,,,,True,True,True,False,False,False
15,2023-06-30 00:00:00,63.28,64.84,65.19,63.16,25875.171,63.17215315999579,62.842233253539305,62.53488926170061,63.61383173296754,63.12483751659365,62.866570251845616,,,,True,True,True,False,False,False
16,2023-06-30 01:00:00,64.85,65.22,66.77,64.85,38767.972,63.627230235552275,63.092524490008856,62.67258724828007,63.73290961743637,63.18984215897669,62.900349315154344,,,,True,True,True,False,False,False
17,2023-06-30 02:00:00,65.23,66.04,66.61,65.2,26706.666,64.16340129431843,63.40278507000792,62.8452750817016,64.03441463868991,63.34695157584572,62.980601247011336,,,,True,True,True,False,False,False
18,2023-06-30 03:00:00,66.08,65.0,66.37,64.97,13961.965,64.34931211780322,63.57091295737551,62.955773795460495,64.33591965994344,63.504060992714756,63.060853178868335,,,,True,True,True,False,False,False
19,2023-06-30 04:00:00,65.03,65.4,65.67,64.38,18564.096,64.58279831384695,63.763448435546515,63.08111872902662,64.63742468119698,63.6611704095838,63.141105110725334,,,,True,True,True,False,False,False
20,2023-06-30 05:00:00,65.4,65.84,66.39,65.32,13544.84,64.86217646632541,63.982032810752145,63.22259981984577,64.93892970245051,63.81827982645283,63.221357042582326,,,,True,True,True,False,False,False
21,2023-06-30 06:00:00,65.82,66.01,66.3,65.42,17004.281,65.11724836269754,64.19550304119929,63.36554341882803,64.96843360786993,63.86174614680934,63.25018579844665,,,,True,True,True,False,False,False
22,2023-06-30 07:00:00,66.01,67.95,69.8,65.99,47278.917,65.74674872654253,64.59071324738883,63.60064375632403,64.99793751328934,63.90521246716584,63.27901455431098,,,,True,True,True,False,False,False
23,2023-06-30 08:00:00,67.95,69.16,69.47,67.58,32664.196,66.50524900953307,65.07169080029527,63.88573894830741,65.02744141870875,63.94867878752234,63.307843310175315,,,,True,True,True,False,False,False
24,2023-06-30 09:00:00,69.16,69.2,70.0,68.4,29261.648,67.10408256297016,65.50624966342208,64.15826515608651,65.05694532412816,63.99214510787885,63.33667206603964,,,,True,True,True,False,False,False
25,2023-06-30 10:00:00,69.2,64.64,69.26,61.28,75869.27,66.5565086600879,65.41506548832503,64.18296950705644,65.3454483616766,64.15682549977677,63.42530447544939,,,,True,True,True,False,False,False
26,2023-06-30 11:00:00,64.7,64.9,65.67,63.97,31016.428,66.18839562451281,65.36084806850134,64.21974030156636,65.63395139922503,64.3215058916747,63.513936884859135,,,,True,True,True,False,False,False
27,2023-06-30 12:00:00,64.94,65.47,65.52,64.76,10890.864,66.02875215239885,65.3723377455012,64.28385618353731,65.92245443677346,64.48618628357262,63.60256929426888,,,,True,True,True,False,False,False
28,2023-06-30 13:00:00,65.43,67.63,67.9,65.2,18528.129,66.38458500742132,65.60998640386948,64.45545330233027,66.2109574743219,64.65086667547055,63.69120170367863,,,,True,True,True,False,False,False
29,2023-06-30 14:00:00,67.64,68.51,69.0,67.38,20673.833,66.85689945021659,65.91525099293585,64.66337877400564,66.45145983685957,64.80584386822133,63.77900681004172,68.93401371403014,64.59133333333334,60.24865295263653,True,True,True,False,False,False
30,2023-06-30 15:00:00,68.52,68.94,69.13,67.98,22436.861,67.31981068350179,66.23364562525839,64.882692683031,66.69196219939724,64.96082106097211,63.86681191640482,69.32346957593084,64.82366666666667,60.3238637574025,True,True,True,False,False,False
31,2023-06-30 16:00:00,68.92,70.25,70.44,68.65,25737.227,67.97096386494583,66.65641976996804,65.15793921210633,66.93246456193492,65.11579825372287,63.95461702276792,69.91074317771864,65.008,60.10525682228135,True,True,True,False,False,False
32,2023-06-30 17:00:00,70.23,69.86,70.55,69.19,16187.007,68.39074967273565,66.99363874155036,65.39907053456241,67.17296692447259,65.27077544647365,64.04242212913101,70.3692712491087,65.24633333333333,60.123395417557944,True,True,True,False,False,False
33,2023-06-30 18:00:00,69.85,71.45,71.45,69.43,12274.393,69.0705830787944,67.46272940033454,65.70937460971305,67.20002431755745,65.3336497768296,64.0888013326037,71.02713739675214,65.54133333333333,60.055529269914516,True,True,True,False,False,False
34,2023-06-30 19:00:00,71.45,70.44,71.7,70.22,12682.501,69.37489795017342,67.77612630556249,65.95197078357391,67.2270817106423,65.39652410718557,64.13518053607638,71.42877732796639,65.816,60.20322267203362,True,True,True,False,False,False
35,2023-06-30 20:00:00,70.44,70.54,70.9,70.15,21251.209,69.63380951680155,68.06706037866117,66.18725433313422,67.25413910372716,65.45939843754152,64.18155973954904,71.79893198667726,66.08766666666666,60.376401346656074,True,True,True,False,False,False
36,2023-06-30 21:00:00,70.54,69.15,70.7,69.03,20228.02,69.52629629084565,68.18105402301262,66.3391900083581,67.28119649681202,65.52227276789748,64.22793894302173,71.97258940312261,66.30300000000001,60.633410596877404,True,True,True,False,False,False
37,2023-06-30 22:00:00,69.15,68.58,69.33,68.11,17731.265,69.31600822621328,68.22304833637972,66.45410334126281,67.31835224698912,65.58616032663701,64.27565767452145,72.09146016092699,66.47966666666667,60.86787317240636,True,True,True,False,False,False
38,2023-06-30 23:00:00,68.57,67.97,68.8,67.83,12521.856,69.01689528705478,68.19641166939238,66.53184163145445,67.35550799716623,65.65004788537655,64.32337640602117,72.12332881785711,66.64833333333334,61.17333784880957,True,True,True,False,False,False
39,2023-07-01 00:00:00,67.97,67.66,68.16,67.28,7212.369,68.7153630010426,68.13994728314054,66.58969590676448,67.39266374734335,65.7139354441161,64.37109513752088,72.12335253837553,66.80066666666667,61.477980794957816,True,True,True,False,False,False
40,2023-07-01 01:00:00,67.69,67.05,67.87,66.45,14430.282,68.34528233414424,68.02521599017838,66.61330124487911,67.42981949752046,65.77782300285564,64.41881386902061,72.08052719711117,66.92933333333333,61.7781394695555,True,True,True,False,False,False
41,2023-07-01 02:00:00,67.05,67.53,67.53,67.05,3762.143,68.16410848211218,67.97308799121224,66.66031143744941,67.45371841432487,65.83261713435944,64.4629316399306,72.0225473702945,67.08066666666667,62.13878596303884,True,True,True,False,False,False
42,2023-07-01 03:00:00,67.53,67.8,67.97,67.43,6163.932,68.08319548608725,67.95486820266359,66.7187570047597,67.4776173311293,65.88741126586324,64.5070494108406,71.8690371723719,67.26733333333333,62.66562949429474,True,True,True,False,False,False
43,2023-07-01 04:00:00,67.78,67.95,67.99,67.46,4253.126,68.05359648917897,67.95435576027795,66.78189767118228,67.50151624793371,65.94220539736703,64.55116718175059,71.59199454790466,67.47533333333334,63.35867211876202,True,True,True,False,False,False
44,2023-07-01 05:00:00,67.96,67.49,68.13,67.27,7547.705,67.92835282491697,67.90547620656447,66.81821061112164,67.52541516473812,65.99699952887083,64.59528495266058,71.42635928379318,67.61566666666667,63.804974049540164,True,True,True,False,False,False
45,2023-07-01 06:00:00,67.5,67.46,67.78,67.31,2855.555,67.82427441937986,67.85858397429453,66.85112288747438,67.50511432225267,66.02760480442686,64.62816591480595,71.37272169698652,67.703,64.03327830301349,False,True,True,False,False,False
46,2023-07-01 07:00:00,67.44,67.28,67.73,67.07,5464.175,67.70332454840656,67.797680398053,66.87311658555261,67.48481347976721,66.0582100799829,64.66104687695133,71.32832458605614,67.77166666666668,64.21500874727721,False,True,True,False,False,False
47,2023-07-01 08:00:00,67.27,67.86,67.94,67.26,5441.833,67.73814131542733,67.80424035615269,66.9237259914217,67.46451263728177,66.08881535553893,64.69392783909672,71.330377294686,67.83233333333334,64.33428937198067,False,True,True,False,False,False
48,2023-07-01 09:00:00,67.88,67.79,68.39,67.74,8067.256,67.74966546755459,67.80274137129452,66.96815029955393,67.44421179479632,66.11942063109495,64.72680880124209,71.26184941385142,67.92533333333333,64.58881725281523,False,True,True,False,False,False
49,2023-07-01 10:00:00,67.81,67.58,68.01,67.54,6488.457,67.71196203032024,67.77929491115825,66.99952720726911,67.46397780619652,66.16364640396088,64.76620868840564,71.2037465069258,67.998,64.79225349307421,False,True,True,False,False,False
50,2023-07-01 11:00:00,67.58,67.48,67.77,67.14,5871.504,67.6604149124713,67.7477901836679,67.02416683766556,67.48374381759672,66.2078721768268,64.80560857556921,71.16388907737426,68.05266666666667,64.94144425595907,False,True,True,False,False,False
51,2023-07-01 12:00:00,67.5,67.16,67.55,66.85,4668.124,67.54921159858878,67.6859175327555,67.0311326408622,67.50350982899693,66.25209794969271,64.84500846273278,71.12806151841988,68.091,65.0539384815801,False,True,True,False,False,False
52,2023-07-01 13:00:00,67.13,67.27,67.31,66.84,5788.208,67.48716457668016,67.64213673983386,67.04338224902311,67.52327584039713,66.29632372255864,64.88440834989633,71.1193837899612,68.06833333333333,65.01728287670545,False,True,True,False,False,False
53,2023-07-01 14:00:00,67.27,66.99,67.27,66.8,2939.137,67.37668355964013,67.57349076721977,67.04064469779115,67.5575382937084,66.34484151933341,64.92614670438485,71.04298583302695,67.996,64.94901416697304,False,True,True,False,False,False
54,2023-07-01 15:00:00,67.03,67.74,67.9,67.03,6955.378,67.45742054638677,67.59101805488083,67.0765090722634,67.59180074701968,66.39335931610819,64.96788505887335,70.96231341434368,67.94733333333333,64.93235325232298,False,True,True,False,False,False
55,2023-07-01 16:00:00,67.76,67.8,68.18,67.73,3419.549,67.53354931385638,67.61301615436706,67.11361117112169,67.62606320033095,66.44187711288296,65.00962341336185,70.80769084482237,68.05266666666667,65.29764248851096,False,True,True,False,False,False
56,2023-07-01 17:00:00,67.79,67.88,68.0,67.52,3942.239,67.61053835522162,67.64111971706527,67.15291316234622,67.66032565364222,66.49039490965774,65.05136176785037,70.64788140743913,68.152,65.65611859256087,False,True,True,False,False,False
57,2023-07-01 18:00:00,67.9,67.72,67.92,67.66,825.587,67.63486316517238,67.64942290474261,67.18199453863616,67.65864089510654,66.52038451729833,65.0844212323651,70.52324127652133,68.227,65.93075872347868,False,True,True,False,False,False
58,2023-07-01 19:00:00,67.7,67.86,68.13,67.65,2796.136,67.68489357291185,67.6715889147697,67.21676404947533,67.65695613657086,66.55037412493891,65.11748069687985,70.52441036896667,68.23466666666667,65.94492296436667,True,True,True,False,False,False
59,2023-07-01 20:00:00,67.86,68.14,68.32,67.8,2770.136,67.78602833448699,67.72089534479395,67.26410948283556,67.65527137803517,66.58036373257949,65.15054016139459,70.50999696439652,68.22233333333334,65.93466970227016,True,True,True,False,False,False
60,2023-07-01 21:00:00,68.15,67.87,68.17,67.35,7740.112,67.80468870460099,67.73659057165774,67.2951807914081,67.65358661949949,66.61035334022007,65.18359962590932,70.46179206003642,68.18666666666667,65.91154127329692,True,True,True,False,False,False
61,2023-07-01 22:00:00,67.86,68.72,68.77,67.85,6424.928,68.00809121468967,67.84010735358851,67.36824844313077,67.68283180730508,66.65165983126691,65.22201501532075,70.28882052915672,68.13566666666667,65.98251280417661,True,True,True,False,False,False
62,2023-07-01 23:00:00,68.71,68.25,68.89,67.84,7286.058,68.06184872253641,67.88325394794761,67.41346647168817,67.71207699511066,66.69296632231375,65.26043040473216,70.13866007562432,68.08200000000001,66.0253399243757,True,True,True,False,False,False
63,2023-07-02 00:00:00,68.27,67.63,68.3,67.35,4717.549,67.96588233975055,67.85659563763733,67.42457075519134,67.74132218291624,66.73427281336059,65.29884579414357,69.59166989071842,67.95466666666667,66.31766344261491,True,True,True,False,False,False
64,2023-07-02 01:00:00,67.64,67.85,67.98,67.28,3320.12,67.94013070869488,67.8559013599913,67.44638763954049,67.77056737072182,66.77557930440743,65.337261183555,69.22031048632907,67.86833333333333,66.51635618033758,True,True,True,False,False,False
65,2023-07-02 02:00:00,67.83,67.84,68.07,67.63,2873.896,67.91787944009602,67.8542275326238,67.46657288879481,68.00553585012617,66.9130640595546,65.42268091197096,68.69694218492495,67.77833333333334,66.85972448174172,True,True,True,False,False,False
66,2023-07-02 03:00:00,67.83,67.9,68.3,67.81,1270.828,67.91390623118579,67.85904568708445,67.48879992013867,68.24050432953051,67.05054881470178,65.50810064038691,68.50348404315805,67.73666666666666,66.96984929017528,True,True,True,False,False,False
67,2023-07-02 04:00:00,67.91,68.18,68.45,67.81,3589.52,67.97303817981117,67.89283035160187,67.52424607808028,68.47547280893485,67.18803356984895,65.59352036880288,68.44352466593585,67.72333333333333,67.0031420007308,True,True,True,False,False,False
68,2023-07-02 05:00:00,68.16,68.03,68.45,67.87,4502.466,67.98569636207536,67.90726926195957,67.55018217664026,68.7104412883392,67.32551832499612,65.67894009721884,68.44858033278959,67.72533333333334,67.00208633387709,True,True,True,False,False,False
69,2023-07-02 06:00:00,68.08,68.6,68.96,68.01,6229.469,68.12220828161416,67.98018828701646,67.6040189880946,68.79430566120925,67.40168889539096,65.73715881392116,68.54444554145057,67.75666666666666,66.96888779188275,True,True,True,False,False,False
70,2023-07-02 07:00:00,68.59,72.86,73.14,68.41,53354.784,69.1750508856999,68.49385267785684,67.87355647588461,68.87817003407929,67.4778594657858,65.79537753062348,69.9192212315022,67.95033333333333,65.98144543516446,True,True,True,False,False,False
71,2023-07-02 08:00:00,72.84,72.0,73.41,71.68,36738.396,69.80281735554436,68.8629208170298,68.08516896430079,68.96203440694933,67.55403003618065,65.85359624732581,70.53875913097968,68.09933333333333,65.65990753568698,True,True,True,False,False,False
72,2023-07-02 09:00:00,72.01,71.11,72.18,70.78,15325.095,70.09330238764562,69.09945546786878,68.24028850459305,69.04589877981938,67.63020060657549,65.91181496402812,70.87400640142695,68.20966666666666,65.54532693190637,True,True,True,False,False,False
73,2023-07-02 10:00:00,71.13,70.76,71.42,69.96,17086.437,70.24145741261327,69.27424962914574,68.36950447871648,69.08001551427387,67.68361638008666,65.95986861833546,71.11791125708837,68.30333333333333,65.48875540957829,True,True,True,False,False,False
74,2023-07-02 11:00:00,70.74,70.92,71.51,70.5,14605.072,70.39224465425477,69.4474865102883,68.50029912083359,69.11413224872834,67.73703215359782,66.00792227264279,71.36627394619529,68.41766666666666,65.46905938713803,True,True,True,False,False,False
75,2023-07-02 12:00:00,70.94,70.22,71.38,69.76,17340.29,70.35396806442037,69.52880371973164,68.58848890950878,69.14824898318281,67.790447927109,66.05597592695011,71.5048738752288,68.50966666666666,65.51445945810453,True,True,True,False,False,False
76,2023-07-02 13:00:00,70.26,69.94,70.59,69.8,7458.344,70.26197516121584,69.57208753870727,68.65779717055962,69.1823657176373,67.84386370062018,66.10402958125745,71.60016425610185,68.59833333333333,65.59650241056481,True,True,True,False,False,False
77,2023-07-02 14:00:00,69.96,68.69,70.14,68.59,13293.106,69.91264734761232,69.47923621884334,68.65944859771041,69.26612317776856,67.91876202428807,66.16282407380544,71.61537496254101,68.626,65.636625037459,True,True,True,False,False,False
78,2023-07-02 15:00:00,68.69,69.29,69.3,68.22,5943.088,69.77428127036514,69.45931661685984,68.69178456705859,69.34988063789982,67.99366034795595,66.22161856635341,71.65793941364795,68.676,65.69406058635205,True,True,True,False,False,False
79,2023-07-02 16:00:00,69.3,69.66,69.69,69.17,4644.068,69.74888543250621,69.48044118350617,68.74143664054276,69.43363809803108,68.06855867162383,66.28041305890139,71.71882839619946,68.74533333333332,65.77183827046719,True,True,True,False,False,False
80,2023-07-02 17:00:00,69.68,69.39,69.74,69.08,3541.681,69.6691331141715,69.47092105892658,68.7746963000021,69.51739555816235,68.14345699529173,66.33920755144938,71.75304415727761,68.809,65.86495584272238,True,True,True,False,False,False
81,2023-07-02 18:00:00,69.37,69.24,69.64,69.08,4678.458,69.57377019991117,69.44661357903958,68.79855802820713,69.6330958049311,68.23441865331037,66.40665360848207,71.76110553306677,68.87833333333333,65.99556113359989,True,True,True,False,False,False
82,2023-07-02 19:00:00,69.21,70.1,70.43,69.21,6283.572,69.69071015548647,69.5153910970354,68.86529864214522,69.74879605169986,68.32538031132901,66.47409966551479,71.82378543343572,68.97266666666665,66.12154789989759,True,True,True,False,False,False
